label_s,idHal_s,idHal_i,idrefId_s
Philippe Gérard,philippe-gerard,736154,https://www.idref.fr/160251222
S. Ould-Saad Hamadi,sidi-ould-saad-hamady,7475,https://www.idref.fr/061189022
L. Cournac,laurent-cournac,1146796,https://www.idref.fr/151665591
Anne Boudier,ariane-boudier,17121,https://www.idref.fr/128201592
Hélène Sol,helene-sol,742665,https://www.idref.fr/032998198
E. Lojou,elisabeth-lojou,738543,https://www.idref.fr/108802205
Manon Guille,manon-guille-collignon,178332,https://www.idref.fr/094180601
G. Tobie,gabriel-tobie,179437,https://www.idref.fr/081379455
S. Le Mouélic,stephane-le-mouelic,179612,https://www.idref.fr/150709757
V. Vuitton,veronique-vuitton,742115,https://www.idref.fr/06693026X
F.-X. Schmider,f-x-schmider,739354,https://www.idref.fr/050412787
N. Bonvallot,nathalie-bonvallot,17548,https://www.idref.fr/074002740
Etienne Klein,etienne-klein,184469,https://www.idref.fr/143486306
Jean-Pierre Prost,sean-raymond,738882,https://www.idref.fr/175669732
Mintova-Lazarova Svetlana,svetlana-mintova,179618,https://www.idref.fr/129918814
C. G. Marchiori,giovanni-marchiori,741274,https://www.idref.fr/180997203
D. Orange,didier-orange,20826,https://www.idref.fr/033169675
Anne Lebatard,anne-elisabeth-lebatard,12256,https://www.idref.fr/127024565
T. Tassaing,thierry-tassaing,738526,https://www.idref.fr/166508098
L. Girbal,laurence-girbal,21458,https://www.idref.fr/122246896
Eduardo P. C. Rocha,epcrocha,184966,https://www.idref.fr/066829178
Eduardo P C Rocha,epcrocha,184966,https://www.idref.fr/066829178
P. Pech,pierre-pech,19691,https://www.idref.fr/031340598
Rob Davis,robert-davis,5951,https://www.idref.fr/229969402
Bernold Hasenknopf,bernold-hasenknopf,856499,https://www.idref.fr/130294861
Emmanuel Lacôte,emmanuel-lacote,174398,https://www.idref.fr/143360531
A. Fernandez Martinez,alejandro-fernandez-martinez,740077,https://www.idref.fr/202645940
Gudrun Aldrian-Herrada,gudrun-aldrian,176788,https://www.idref.fr/253121841
Ml Parmentier,marie-laure-parmentier,183209,https://www.idref.fr/123446023
Nazim Fatès,nazim-fates,1369,https://www.idref.fr/104530251
Éric Andres,eric-andres,6206,https://www.idref.fr/077093879
Francois Pellegrini,francois-pellegrini,22060,https://www.idref.fr/121460894
S. Ferez,sylvain-ferez,19309,https://www.idref.fr/080146813
C. Blaya-Debarbieux,catherine-blaya,5787,https://www.idref.fr/057765766
J.Y. Rauch,jean-yves-rauch,749964,https://www.idref.fr/103437355
C. Blaya,catherine-blaya,5787,https://www.idref.fr/057765766
Julien Hiet,dominique-massiot,5931,https://www.idref.fr/083150765
Meryem Mojtahid,mmojtahid,991941,https://www.idref.fr/137522177
Marc Salle,marc-salle,183386,https://www.idref.fr/09085697X
J.-J. Vasseur,jean-jacques-vasseur,176784,https://www.idref.fr/068903847
Joël Sommeria,joel-sommeria,742779,https://www.idref.fr/049423991
Fabienne Froux,fabienne-tatin-froux,14481,https://www.idref.fr/060798769
Therese Leblois,therese-leblois,744566,https://www.idref.fr/103260358
Le Deit L,laetitia-le-deit,179208,https://www.idref.fr/144571285
Jean Roch Huntzinger,jean-roch-huntzinger,14155,https://www.idref.fr/253128412
Patrick Gillieron,patrick-gillieron,9285,https://www.idref.fr/110496752
D. Escudie,dany-escudie,170475,https://www.idref.fr/074539337
F. Baillot,francoise-baillot,174950,https://www.idref.fr/026701111
E. Domingues,eric-domingues,16723,https://www.idref.fr/154802964
B. Patte-Rouland,beatrice-patte-rouland,180311,https://www.idref.fr/155676512
E. Christians,elisabeth-christians,747103,https://www.idref.fr/158987470
Ge?raldine Masson,geraldine-masson,735663,https://www.idref.fr/075413809
Laurent J Catoire,laurent-j-catoire,739557,https://www.idref.fr/204661188
Étienne Farvaque,etienne-farvaque,20104,https://www.idref.fr/061113581
Claire Lartigue,carole-lartigue,736585,https://www.idref.fr/253127130
Claire Lartigue,jean-loup-gregorio,21952,https://www.idref.fr/032807090
Odile Abraham,odileabraham,1184918,https://www.idref.fr/073915629
Didier Roche,didier-m-roche,180249,https://www.idref.fr/095212183
M. Was,michalwas,739657,https://www.idref.fr/153023481
Marylene Possamai-Perez,marylene-possamai-perez,859441,https://www.idref.fr/034294007
Emmanuelle Vidal-Salle,emmanuelle-vidal-salle,171793,https://www.idref.fr/156569841
M. Pillet,mauricepillet,15719,https://www.idref.fr/029877407
Jarir Mahfoudh,jmahfoudh,4836,https://www.idref.fr/220597588
Anne Schneider,anne-schneider,1123578,https://www.idref.fr/114454116
Marie-Anne Arcangioli,marie-anne-arcangioli,171818,https://www.idref.fr/075059606
Laure Bally-Cuif,laure-bally-cuif,741771,https://www.idref.fr/034709061
J.L Maeght,jean-luc-maeght,740384,https://www.idref.fr/19616852X
G.Le Roux,gael-le-roux,179031,https://www.idref.fr/188409106
Arturo Londono-Vallejo,jose-arturo-londono-vallejo,174423,https://www.idref.fr/142872334
Murielle Chavarot,murielle-chavarot-kerlidou,741446,https://www.idref.fr/223466115
S. Billet,sylvain-billet,791991,https://www.idref.fr/191868310
B. Bezard,bruno-bezard,738795,https://www.idref.fr/119468514
Izzet Guillaume,guillaume-izzet,739244,https://www.idref.fr/087731754
K. Lund,kristine-lund,9599,https://www.idref.fr/076552624
Joel Perret-Liaudet,joelperret-liaudet,18244,https://www.idref.fr/071537082
Eduard Antaluca,eduard-antaluca,171791,https://www.idref.fr/098996460
Y. Roquelaure,yves-roquelaure,181646,https://www.idref.fr/07671750X
D. Remond,didier-remond,341,https://www.idref.fr/032845146
D. Remond,dremond,738923,https://www.idref.fr/187228728
Frédéric Gressent,frederic-gressent,736433,https://www.idref.fr/181509245
G.G. Duchêne,gilbert-duchene,742772,https://www.idref.fr/084132604
Anna A Bencsik,anna-bencsik,14794,https://www.idref.fr/204604125
G. Sudre,guillaume-sudre,178663,https://www.idref.fr/155042572
N. Bernier,nicolas-bernier,15559,https://www.idref.fr/083004459
V. November,valerie-november,4021,https://www.idref.fr/07155789X
F. Lombard,fabien-lombard,8141,https://www.idref.fr/108028747
Natalia de Isla,natalia-de-isla,20493,https://www.idref.fr/077081161
Resif-Rlbp Group Dont Beucler E. Mocquet A.,eric-beucler,184452,https://www.idref.fr/08905122X
Jean-Noel Freund,freund-jn,1028142,https://www.idref.fr/031099904
Dominique Dd Dumas,dominique-dumas,836,https://www.idref.fr/159185599
J. Y. Jouzeau,jean-yves-jouzeau,17914,https://www.idref.fr/070287376
P.G.P. Martin,pgp-martin,744201,https://www.idref.fr/128874414
M. Ribera d'Alcala',maurizio-ribera-dalcala,750318,https://www.idref.fr/223455008
Hélène Guizouarn,helene-guizouarn,740193,https://www.idref.fr/175320306
Valérie Gouilleux,valerie-gouilleux,180502,https://www.idref.fr/082604681
F. Treussart,francois-treussart,183342,https://www.idref.fr/149748450
F. Carrière,frederic-carriere,185098,https://www.idref.fr/084604107
Melaz Tayakout,melaz-tayakout-fayolle,172627,https://www.idref.fr/085819964
Mohamed Abderrazak Latifi,abderrazak-latifi,736588,https://www.idref.fr/033939810
Fan Yilin,yilin-fan,739950,https://www.idref.fr/149320647
Dubs Florence,florence-dubs,20737,https://www.idref.fr/20366132X
Ghais El Zein,ghais-el-zein,2831,https://www.idref.fr/034249915
O. Merle,olivier-merle,21715,https://www.idref.fr/030470536
Catherine M.G.C. Renard,catherine-mgc-renard,736448,"https://www.idref.fr/190082887,https://www.idref.fr/09515941X"
G. Lenglet,gaelle-lenglet,748377,https://www.idref.fr/15127374X
Kostas Chalikakis,konstantinos-chalikakis,176262,https://www.idref.fr/115962425
Bruno Laburthe-Tolra,bruno-laburthe-tolra,741649,https://www.idref.fr/157111431
Hugo Falgarone,jean-loup-gregorio,21952,https://www.idref.fr/032807090
A.J. Tinet,anne-julie-tinet,181767,https://www.idref.fr/15548687X
Daniel Pinson,daniel-pinson,2899,https://www.idref.fr/029492912
J. P. Brison,jean-pascal-brison,171640,https://www.idref.fr/033562717
Romain Véxiau,romain-vexiau,739377,https://www.idref.fr/167053442
Séverine Gomes,severine-gomes,171288,https://www.idref.fr/115013636
Jeremie Soulestin,jeremie-soulestin,19070,https://www.idref.fr/103225498
Anne-Elisabeth Lebatard,anne-elisabeth-lebatard,12256,https://www.idref.fr/127024565
D. Eveillard,damien-eveillard,95,https://www.idref.fr/080211542
François Goulette,francois-goulette,6956,https://www.idref.fr/050846213
G. Gelle,guillaume-gelle,184053,https://www.idref.fr/147299853
L. Villier,loic-villier,738301,https://www.idref.fr/060748338
O. Saison,ophelie-saison-francioso,736645,https://www.idref.fr/185613675
M. Chetouani,mohamed-chetouani,179528,https://www.idref.fr/089021916
. La Nouvelle Lyre Éditeur,eliane-daphy,236,https://www.idref.fr/050679678
. J. Hiélard Éditeur,eliane-daphy,236,https://www.idref.fr/050679678
D. Gateuille,david-gateuille,737988,https://www.idref.fr/180477056
Charles F. Boudouresque,charles-boudouresque,173659,https://www.idref.fr/028828496
Y. Ricard,yanick-ricard,172129,https://www.idref.fr/031554962
Etienne Lemaire,etienne-lemaire,763812,https://www.idref.fr/172351103
Eduardo Perez-Richet,eduardo-perez,1114337,https://www.idref.fr/231620705
Michael John Mitchell,michael-mitchell,14622,https://www.idref.fr/070302480
Wiart Joe,joe-wiart,174210,https://www.idref.fr/057419884
A. Echard,arnaud-echard,742073,https://www.idref.fr/11943282X
T. Falguières,thomas-falguieres,750475,https://www.idref.fr/084128267
Tuan-Minh Pham,tuanminhpham,13115,https://www.idref.fr/160336708
P.- Y. Bard,pierre-yves-bard,12114,https://www.idref.fr/060327685
Alexandre Fargues,alexandre-fargues,1225974,https://www.idref.fr/268385181
Virgil Marinescu,petru-notingher,21254,https://www.idref.fr/059859393
Benedicte Sohm,benedicte-sohm,17280,https://www.idref.fr/080469051
Nassim Boudaoud,nassim-boudaoud,745712,https://www.idref.fr/125280262
Céline Peigné,celine-peigne,13362,https://www.idref.fr/148500285
N. Dauchez,nicolas-dauchez,747966,https://www.idref.fr/128201479
Buquet Benoît,benoit-buquet,8066,https://www.idref.fr/161860230
J. B. De. Vivie,jean-baptiste-de-vivie,741567,https://www.idref.fr/186392702
Cédric Sarré,cedric-sarre,183414,https://www.idref.fr/151151032
Caby Cecile,cecilecaby,2189,https://www.idref.fr/052490394
El-Maati Ouhabaz,el-maati-ouhabaz,677,https://www.idref.fr/083664998
J.B. De Vivie,jean-baptiste-de-vivie,741567,https://www.idref.fr/186392702
A. Colaitis,arnaud-colaitis,740105,https://www.idref.fr/189923601
Clelia Sirami,clelia-sirami,747087,https://www.idref.fr/126836248
Sylvie Neyertz,sylvie-neyertz,1103871,https://www.idref.fr/149631871
Leroy Nicolas,nicolas-leroy,16598,https://www.idref.fr/098826107
Didier Vye,didier-vye,6171,https://www.idref.fr/102268193
P. Usseglio Polatera,philippe-usseglio-polatera,743823,https://www.idref.fr/052629929
Françoise Pierrot,francoise-platet-pierrot,171681,https://www.idref.fr/14071362X
Géraldine Riviere,geraldine-riviere-giordano,171687,https://www.idref.fr/121101436
Exil Ge,gaston-emmanuel-exil,735522,https://www.idref.fr/253128544
E. Vergnault,etienne-vergnault,170103,https://www.idref.fr/157575268
A. Vuillemin,annevuillemin,12887,https://www.idref.fr/134161750
Cornee J.J.,jean-jacques-cornee,183306,https://www.idref.fr/080266827
C. Honthaas,christian-honthaas,11853,https://www.idref.fr/191491063
Jean-Luc Boudenne,jean-luc-boudenne,10885,https://www.idref.fr/145020215
L. Davenne,luc-davenne,9693,https://www.idref.fr/166435295
T.A. Mueller,thomasalexandremueller,739936,https://www.idref.fr/25311943X
M. Mouanga P. Berçot J. Y. Rauch,jean-yves-rauch,749964,https://www.idref.fr/103437355
Xavier Bertin,xavier-bertin,741851,https://www.idref.fr/106984942
Michaël Capron,michael-capron,2202,https://www.idref.fr/159672708
Alain Méry,alain-mery,169666,https://www.idref.fr/118694197
T Marchenko,tatiana-marchenko,178617,https://www.idref.fr/242168469
B Li,bli,184844,https://www.idref.fr/128160454
P.-E Pottie,paul-eric-pottie,755898,https://www.idref.fr/081575734
O'Donohue Mf,marie-francoise-odonohue,178339,https://www.idref.fr/156192519
C. Prévost,chantal-prevost,12193,https://www.idref.fr/033137250
V. Jomelli,vincent-jomelli,1894,https://www.idref.fr/164486429
Ph. Collet,philippe-collet,9238,https://www.idref.fr/124592066
Géraldine del Mondo,geraldine-del-mondo,174982,https://www.idref.fr/15844468X
E. Guenin,erwann-guenin,176696,https://www.idref.fr/18642356X
Sylvain Dubois,sylvain-dubois,1166219,https://www.idref.fr/07930009X
J.-D. Paris,jean-daniel-paris,178157,https://www.idref.fr/139280472
Jm Membre,jeanne-marie-membre,736751,https://www.idref.fr/167001388
J. Doré,joel-dore,1206301,https://www.idref.fr/069752249
L. Diop,lvbdiop,179818,https://www.idref.fr/185279171
Vincent A. Potiron,vincent-potiron,783031,https://www.idref.fr/121992195
T. Cornelius,thcornelius,18168,https://www.idref.fr/200023373
Erwann Guenin,erwann-guenin,176696,https://www.idref.fr/18642356X
M.A. Miville-Deschênes,marc-antoine-miville-deschenes,741816,https://www.idref.fr/078115361
J.F. Donati,jf-donati,739496,https://www.idref.fr/076662276
R. Charrier,rodolphe-charrier,7390,https://www.idref.fr/087611406
J.J. Loiseau,jean-jacques-loiseau,17403,https://www.idref.fr/031295703
J.-P. Rivet,jean-pierre-rivet,741079,https://www.idref.fr/11346438X
D. Marquer,didier-marquer,6920,https://www.idref.fr/029288568
Nadia El-Kissi,nadia-el-kissi,740963,https://www.idref.fr/096128860
Sorin Cristoloveanu,sorin-cristoloveanu,172108,https://www.idref.fr/030493188
Jean-Denis Troadec,jean-denis-troadec,17350,https://www.idref.fr/132141736
Kouakou Boniface Kokoh,kouakou-boniface-kokoh,741402,https://www.idref.fr/077807561
L. Duvieubourg,luc-duvieubourg,170415,https://www.idref.fr/132092395
Frédéric Laumonnier,frederic-laumonnier,13065,https://www.idref.fr/085738026
Christophe Pellegrino,christophe-pellegrino,1166819,https://www.idref.fr/140225676
Laurent Piccolo,laurent-piccolo,10556,https://www.idref.fr/069004986
Stergos D. Afantenos,stergos,742223,https://www.idref.fr/195298128
Raul L de Lacerda,rlacerda,2205,https://www.idref.fr/136913954
Marie-Pierre Chauzat,marie-pierre-chauzat,1009717,https://www.idref.fr/22577156X
Raul de Lacerda Neto,rlacerda,2205,https://www.idref.fr/136913954
Julie C. Gattacceca,julie-claire-gattacceca,16402,https://www.idref.fr/143819925
Franck Chatelain,franck-chatelain,749233,https://www.idref.fr/159631386
Katia Guérin,katia-araujo-da-silva,740332,https://www.idref.fr/169011879
F. José Cadete Santos Aires,francisco-cadete-santos-aires,10508,https://www.idref.fr/132882671
J.-P. Lévy,jean-pierre-levy,10931,https://www.idref.fr/050647288
Nazih Mechbal,nmechbal,1909,https://www.idref.fr/146721403
Lucas Leclere,lucas-leclere,744720,https://www.idref.fr/136388434
Emanuel Deval,e-deval,740994,https://www.idref.fr/174998236
Caroline Mellet,c-facqmellet,1264037,https://www.idref.fr/098562975
F. Cote,francine-cote,741554,https://www.idref.fr/155682059
Yohan Pillon,yohanpillon,758157,https://www.idref.fr/135488710
V. Pellerin,virginie-pellerin,12534,https://www.idref.fr/253120020
M. Weber,michael-weber,752076,https://www.idref.fr/078857430
J. Jimenez-Barbero,matthieu-sollogoub,740480,https://www.idref.fr/13191314X
L. Guentas,linda-guentas,736171,https://www.idref.fr/244171858
C. Chevillard,christophe-chevillard,15046,https://www.idref.fr/084369027
M.-Y. Perrin,marie-yvonne-perrin,21040,https://www.idref.fr/13903062X
A. Haefele,alexandre-haefele,177156,https://www.idref.fr/152076689
Christiane Denys,christiane-denys,738162,https://www.idref.fr/067306233
Matthieu Liedloff,mathieu-liedloff,2195,https://www.idref.fr/121018210
Noelle Gogneau,noelle-gogneau,180106,https://www.idref.fr/084148020
